"","mean_f_soz","mean_f_sozc","se_f_soz","se_f_sozc","time"
"1",0.66866592432627,0.530475687986823,0.0659507275809043,0.0259582372467036,"-10"
"2",0.892906150177712,0.869155274473131,0.0476237890035659,0.0208098329627228,"-9.875"
"3",0.583358640392316,0.563136912576783,0.0760077479349837,0.0310282438535971,"-9.75"
"4",0.612332411031628,0.711977768935523,0.0759277512175329,0.0300554624867341,"-9.625"
"5",0.753981643946552,0.681731999048776,0.0517559487025731,0.0256356487639297,"-9.5"
"6",0.793038871642597,0.68282929559755,0.0318728787409434,0.0248408698185544,"-9.375"
"7",0.878225244072524,0.770392157893845,0.0366906633129959,0.0243365843203107,"-9.25"
"8",0.7929067125568,0.678890012673249,0.0397555471863058,0.0243804098111829,"-9.125"
"9",0.578190376569038,0.524590135198854,0.0719769301026724,0.02916896223552,"-9"
"10",0.562061344310973,0.564338797028769,0.063267151956222,0.029075822289733,"-8.875"
"11",0.540013272146489,0.536039297005689,0.0737524197432107,0.0259797732814874,"-8.75"
"12",0.760822985558105,0.667758704605782,0.04438089094528,0.0266308276874984,"-8.625"
"13",0.784673482701219,0.71847974763348,0.0521331766331784,0.0246739092216805,"-8.5"
"14",0.731410559229766,0.577130657168449,0.0602919266553689,0.0313746624564022,"-8.375"
"15",0.588220407612363,0.488160240353519,0.0781763549586477,0.0314580674338207,"-8.25"
"16",0.686175597246592,0.60547573180857,0.0628807408598768,0.0278587287075019,"-8.125"
"17",0.660261168848698,0.52804621032452,0.068177484348383,0.0275792842834974,"-8"
"18",0.486005196382778,0.418112053960347,0.0677810131348289,0.0280185855823367,"-7.875"
"19",0.671129144733882,0.665402263188739,0.0599615278961757,0.0308615831193296,"-7.75"
"20",0.774277905250371,0.7273440106481,0.0490250607453573,0.0254642070696029,"-7.625"
"21",0.541374229540649,0.454387111965733,0.068492395090768,0.0265254847071356,"-7.5"
"22",0.800448216133531,0.783176422264018,0.0503611083488959,0.0291957093088168,"-7.375"
"23",0.866198767265038,0.760573165081196,0.0406820010512187,0.0304809821361629,"-7.25"
"24",0.751577473343231,0.669159831934835,0.0441236342818644,0.0241426959213458,"-7.125"
"25",0.440216290997436,0.418863450851573,0.0570509391609542,0.029713020175706,"-7"
"26",0.662839676969452,0.686243886135909,0.0570080046486239,0.026584431492277,"-6.875"
"27",0.83660637962838,0.835466283839884,0.0681444808151742,0.0242460445372458,"-6.75"
"28",0.828162257614613,0.761142847794218,0.0456241146423433,0.0285402374598821,"-6.625"
"29",0.917245917127818,0.812964693110462,0.0341492808588921,0.0250107420600067,"-6.5"
"30",0.899494421199442,0.769997177879483,0.0236294896745342,0.0252138756284027,"-6.375"
"31",0.851956516848878,0.68136973927229,0.0333617232645433,0.0271162563317572,"-6.25"
"32",0.862796373779637,0.734739368698068,0.0285564968148391,0.030611876611159,"-6.125"
"33",0.666686349934764,0.620073632221021,0.054393510259789,0.0293629348859461,"-6"
"34",0.838338507220947,0.721011476039145,0.0356540953634172,0.0263523434783397,"-5.875"
"35",0.345798465829847,0.374144234314298,0.041560902747971,0.0267258066077684,"-5.75"
"36",0.800262631034328,0.759879612896214,0.0470467021800531,0.0239989346426738,"-5.625"
"37",0.494556170423359,0.384049702041334,0.0666277843492247,0.0242409778791219,"-5.5"
"38",0.256942569847483,0.191593937173638,0.0538981773549567,0.0181010793576993,"-5.375"
"39",0.44582321050974,0.558981442366515,0.0526332612488725,0.0291956458078679,"-5.25"
"40",0.739188262023665,0.688485222430424,0.0379447214500169,0.0276983055211522,"-5.125"
"41",0.642942704818464,0.566757757471754,0.0516449200979222,0.0286254664828787,"-5"
"42",0.872860147568273,0.726787182314244,0.0234821345302146,0.0274063637463375,"-4.875"
"43",0.668730597921447,0.592933363482695,0.0514080630675278,0.027772779246241,"-4.75"
"44",0.585894970081433,0.584054493219023,0.0501811137715732,0.0241731688405924,"-4.625"
"45",0.65848405092905,0.620945392844435,0.0542710447691294,0.02428977240097,"-4.5"
"46",0.556305394340217,0.542504465436035,0.049942064066846,0.029512051006611,"-4.375"
"47",0.553364151707383,0.507165439949891,0.039739072628752,0.0269103580480083,"-4.25"
"48",0.814296801187745,0.695405552741226,0.0300101593377917,0.030858917369653,"-4.125"
"49",0.479535024969632,0.406483515135155,0.0584639209478339,0.0296489193944189,"-4"
"50",0.674613083187115,0.635202652208996,0.0441239447250011,0.0275270526937906,"-3.875"
"51",0.759335492869033,0.708634461772537,0.0503156640869288,0.0282500130407118,"-3.75"
"52",0.678515994061277,0.649032795611281,0.0725476530501286,0.0238711555121454,"-3.625"
"53",0.801778242677824,0.717492297597575,0.0487707253966828,0.0272960581603031,"-3.5"
"54",0.881020268142349,0.854107470789884,0.0340975638351901,0.0211777804940824,"-3.375"
"55",0.657362104647501,0.604504057601642,0.0677717900407564,0.0289090991733027,"-3.25"
"56",0.85332028613848,0.800251127825699,0.0356353014735636,0.0229268703854486,"-3.125"
"57",0.843234017186305,0.832199518661929,0.02609437999992,0.0174945588612327,"-3"
"58",0.42522045260269,0.459080713231071,0.0581388294283165,0.0276935643413377,"-2.875"
"59",0.743974108066766,0.740914145017263,0.0436069451577688,0.027862234554505,"-2.75"
"60",0.645102240518289,0.620514186852424,0.0489879812247983,0.0253271107843671,"-2.625"
"61",0.568359990102128,0.550394132793917,0.0480282403337192,0.0274631617503037,"-2.5"
"62",0.5796441265128,0.551246611848582,0.0449356674645967,0.0244887939163456,"-2.375"
"63",0.234478337157511,0.303269861914753,0.0390611589693442,0.0222529224275563,"-2.25"
"64",0.521409771899042,0.525979576728666,0.0138303336936554,0.012679305401009,"-2.125"
"65",0.659729720610069,0.620590728837456,0.0372180789645762,0.0269465603187317,"-2"
"66",0.595680366221262,0.61823370313045,0.0573160291521173,0.0252766912258684,"-1.875"
"67",0.2929067125568,0.257785809817123,0.0371638921993366,0.0219789337518124,"-1.75"
"68",0.864323233004904,0.800382008777204,0.032612653460251,0.0223938469289992,"-1.625"
"69",0.532252440725244,0.53214558869843,0.0600340126521341,0.030921962971657,"-1.5"
"70",0.745174787420705,0.709929248328492,0.033178787963722,0.0247958743686902,"-1.375"
"71",0.597603702703919,0.502309406075096,0.0354264592098334,0.0228557240630689,"-1.25"
"72",0.769801367705943,0.688106018245038,0.048741543369959,0.0245335477671447,"-1.125"
"73",0.453356278400144,0.370395429917633,0.0495965506606792,0.0257508850430849,"-1"
"74",0.814696090340577,0.675925325405687,0.0483283850495051,0.0282686710520868,"-0.875"
"75",0.661422481666442,0.596547781188083,0.0536691638552167,0.0224485391871912,"-0.75"
"76",0.431392563098934,0.346734607903457,0.0435480415298326,0.0188203011575737,"-0.625"
"77",0.810399514104468,0.713169720458153,0.0357978257065426,0.0272120916741468,"-0.5"
"78",0.756191793764341,0.66093945645842,0.0629289302366184,0.0263217367040294,"-0.375"
"79",0.626102263013452,0.568252955484701,0.067391118144017,0.0240918690872904,"-0.25"
"80",0.561510212804247,0.540596174419902,0.0399332101961108,0.0272506275392773,"-0.125"
"81",0.592651954829712,0.600491154142119,0.0518550518791541,0.0277358002488472,"0"
"82",0.65920951995321,0.613495111538032,0.0287078201449285,0.0247320606965113,"0.125"
"83",0.302919872227471,0.385140571400525,0.0362017675181928,0.0255631156589084,"0.25"
"84",0.428375399289153,0.491689936014406,0.0463280617661775,0.0298161295618871,"0.375"
"85",0.40927700544383,0.451311409605376,0.0511868541627081,0.0301397672802611,"0.5"
"86",0.435945021820309,0.434234366883847,0.039795740123224,0.0264998091233077,"0.625"
"87",0.681789040356323,0.610515232731456,0.0339069354222801,0.0247317109579395,"0.75"
"88",0.637425765960319,0.560634982959183,0.031819959331963,0.0273972619566558,"0.875"
"89",0.75066923111531,0.614999658190372,0.0277106614846808,0.0251246315310765,"1"
"90",0.654226841229136,0.563574545758376,0.0271555209615028,0.0261801057138798,"1.125"
"91",0.549646825932425,0.467059192663188,0.0392479827747173,0.0268553562682549,"1.25"
"92",0.707312615287713,0.618761901256165,0.0424903043173219,0.0253602386896683,"1.375"
"93",0.362284608809106,0.365577959180335,0.0561138783144798,0.0241697612599704,"1.5"
"94",0.591653731947631,0.506009714404909,0.0592110425469008,0.025809854892084,"1.625"
"95",0.691790952445224,0.521770936131849,0.0499067334366084,0.0285454862261511,"1.75"
"96",0.687508435686327,0.507187058678488,0.045294604653387,0.027788802746679,"1.875"
"97",0.552526206865524,0.458724296354206,0.0390947603631346,0.025891090140598,"2"
"98",0.625534260134071,0.527596307053724,0.0585621971153927,0.0256276788681376,"2.125"
"99",0.648355603545238,0.500450195415778,0.0484899381542028,0.0260976754758822,"2.25"
"100",0.587551176497053,0.5441457359395,0.0696357661877322,0.0258857734128943,"2.375"
"101",0.48532752958114,0.467653999844579,0.0668491616325003,0.027754125947487,"2.5"
"102",0.608466054798218,0.511367069067164,0.0581099595266955,0.0296768606851511,"2.625"
"103",0.522323637917848,0.486140934244592,0.0428151418820047,0.0281281587393864,"2.75"
