"","mean_f_soz","mean_f_sozc","se_f_soz","se_f_sozc","time"
"1",0.590917926547391,0.593131985462705,0.0868039613856945,0.0303262336121075,"-10"
"2",0.840028346173475,0.846707990735544,0.0274349141440656,0.0265954775956773,"-9.875"
"3",0.6686981729833,0.820103958507795,0.100579707448553,0.0172546176475224,"-9.75"
"4",0.711498660963178,0.734756328701545,0.0966610046358599,0.0238620158320684,"-9.625"
"5",0.757130880476717,0.663783644277904,0.0719655164393984,0.0315120911228897,"-9.5"
"6",0.746618187599312,0.662587269396446,0.0813137188375594,0.0322923967875775,"-9.375"
"7",0.546888951572958,0.66623671433246,0.0954735072401238,0.0288274102583312,"-9.25"
"8",0.842928867169188,0.72188958914736,0.0430397779510419,0.0279502295146031,"-9.125"
"9",0.743327048687318,0.63100051087495,0.0981643537058173,0.0293948935447921,"-9"
"10",0.790398241229901,0.666166974482178,0.0308358965642371,0.0302596856337387,"-8.875"
"11",0.634986069824679,0.700875794660443,0.0509597815981287,0.0259097073753874,"-8.75"
"12",0.628840991967629,0.69897881854514,0.0919412455579194,0.0208592179788783,"-8.625"
"13",0.612535951438029,0.716183490323373,0.0866378582383743,0.0284050348123931,"-8.5"
"14",0.67717051841407,0.725853795342009,0.0442198562977898,0.024744402779202,"-8.375"
"15",0.51318556465345,0.642182408565386,0.0705625803338022,0.0278067035050275,"-8.25"
"16",0.437177622458269,0.593337453079854,0.0881788133844144,0.0269361656969243,"-8.125"
"17",0.544593889078604,0.586631118540068,0.0805811386255717,0.0288798308684417,"-8"
"18",0.522559232696349,0.584326277877436,0.0768117680180194,0.0277166858039383,"-7.875"
"19",0.449019897801542,0.671332034510465,0.0887035176113702,0.0270443780017696,"-7.75"
"20",0.400914462258113,0.598675917514238,0.082109797000598,0.029137295365422,"-7.625"
"21",0.490491107784149,0.689708459510288,0.0809950234669399,0.0200376623453446,"-7.5"
"22",0.61298729418879,0.738548446534838,0.0930738073164333,0.0326327769606571,"-7.375"
"23",0.59703539396652,0.735939597238343,0.112810236920864,0.022732606929072,"-7.25"
"24",0.688577851263557,0.777267331431028,0.094935217597092,0.0181919186291761,"-7.125"
"25",0.681312166290701,0.789444508219656,0.0956085796316933,0.0195560693995271,"-7"
"26",0.647052176356971,0.696369501505253,0.093569253116238,0.0237939073782596,"-6.875"
"27",0.489295749332932,0.648801511441416,0.0754727980794383,0.0306680195431378,"-6.75"
"28",0.532654055495204,0.61299643510865,0.0822175286189101,0.0357883052069663,"-6.625"
"29",0.626045725491807,0.707627356142778,0.0860295490404345,0.0198054205792074,"-6.5"
"30",0.578220504214018,0.636794494307589,0.0844813335805895,0.0273395695681907,"-6.375"
"31",0.490794762512133,0.661349368302895,0.0944252141517206,0.0234262668999662,"-6.25"
"32",0.567648896155239,0.609237138170496,0.0776915074877696,0.0299941741329709,"-6.125"
"33",0.799406687819356,0.733195816030487,0.0502319320810539,0.0254155298617167,"-6"
